ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0070897	transcription preinitiation complex assembly	6/3844	24/22094	0.228821575478642	0.50972567373414	0.385563455932198	AT3G10070/AT4G39160/AT2G02955/AT3G13940/AT4G24440/AT3G19040	6
GO:0051204	protein insertion into mitochondrial membrane	7/3844	29/22094	0.22981592751345	0.511463592639439	0.386878041509864	AT1G13900/AT5G24650/AT3G11070/AT3G25120/AT3G07910/AT3G27080/AT5G40930	7
GO:0010150	leaf senescence	29/3844	145/22094	0.232511102312909	0.516979992852167	0.391050721914096	AT1G70170/AT5G22070/AT5G17290/AT3G62770/AT4G22330/AT5G08560/AT4G12570/AT5G42000/AT3G10985/AT5G64930/AT4G30790/AT4G35890/AT1G67140/AT5G47390/AT4G32940/AT2G43790/AT1G04010/AT2G41060/AT3G27930/AT4G03550/AT3G62080/AT5G66100/AT5G16470/AT4G19040/AT4G34060/AT3G22170/AT3G14067/AT4G15090/AT3G44680	29
GO:0019693	ribose phosphate metabolic process	45/3844	232/22094	0.233015935582881	0.517620515508762	0.391535221992875	AT1G76490/AT1G24180/AT2G17370/AT1G30820/AT1G28960/AT1G79470/AT4G26390/AT3G20040/AT3G10030/AT1G50460/AT5G03690/AT1G32380/AT4G35360/AT1G60440/AT1G80230/AT1G64570/AT1G30680/AT4G32840/AT2G44530/AT2G33040/AT5G08680/AT4G16566/AT1G27450/AT3G23580/AT3G27440/AT5G26667/AT5G61580/AT3G20330/AT5G55070/AT3G52300/AT5G47030/AT4G26510/AT2G29560/AT3G52990/AT4G17360/AT5G05930/AT3G53900/AT4G11820/AT5G47435/AT3G27190/AT2G42910/AT2G36580/AT4G04320/AT3G10620/AT5G36880	45
GO:0009063	cellular amino acid catabolic process	20/3844	97/22094	0.236128044826996	0.524046255619764	0.39639573950609	AT2G26080/AT4G34710/AT2G26800/AT4G35220/AT2G20860/AT1G65960/AT3G22200/AT3G47340/AT4G13360/AT2G16500/AT3G47680/AT1G17290/AT1G80360/AT3G55840/AT5G55070/AT1G68890/AT1G71180/AT4G37930/AT2G35120/AT4G08900	20
GO:0051510	regulation of unidimensional cell growth	16/3844	76/22094	0.239670624159948	0.531414531563562	0.401969203986191	AT3G50310/AT5G13150/AT2G41630/AT5G23430/AT2G31500/AT3G16320/AT2G43790/AT1G61210/AT4G28540/AT4G20260/AT1G35670/AT1G50610/AT5G13990/AT1G60420/AT5G03500/AT4G26930	16
GO:0022618	ribonucleoprotein complex assembly	32/3844	162/22094	0.241609445018983	0.535216470042051	0.404845042137071	AT5G11900/AT3G03970/AT2G42270/AT5G64270/AT2G16950/AT5G55100/AT3G22590/AT5G20920/AT1G71350/AT4G11420/AT4G03430/AT1G15470/AT2G37190/AT1G67120/AT2G17530/AT4G09730/AT2G42510/AT1G04510/AT4G38780/AT1G04080/AT5G64140/AT5G09920/AT5G41520/AT1G77840/AT1G03140/AT1G66580/AT3G25520/AT3G04770/AT5G46400/AT1G31817/AT2G42740/AT2G36160	32
GO:0012501	programmed cell death	29/3844	146/22094	0.244697847918919	0.536202114260707	0.40559059687533	AT1G79110/AT4G02640/AT3G12920/AT5G64930/AT4G35790/AT5G24360/AT1G47870/AT4G37990/AT1G77300/AT4G03110/AT1G79340/AT1G29850/AT5G47120/AT1G32230/AT1G26630/AT1G29340/AT4G33630/AT5G16840/AT5G23670/AT5G61900/AT3G57330/AT4G20870/AT5G13190/AT1G32210/AT1G67950/AT4G36480/AT3G24100/AT4G37930/AT5G45360	29
GO:0006491	N-glycan processing	3/3844	10/22094	0.245422491996211	0.536202114260707	0.40559059687533	AT4G32272/AT5G14950/AT3G21160	3
GO:0008215	spermine metabolic process	3/3844	10/22094	0.245422491996211	0.536202114260707	0.40559059687533	AT5G13700/AT5G53120/AT1G65840	3
GO:0008298	intracellular mRNA localization	3/3844	10/22094	0.245422491996211	0.536202114260707	0.40559059687533	AT5G35910/AT2G19560/AT1G03140	3
GO:0009263	deoxyribonucleotide biosynthetic process	3/3844	10/22094	0.245422491996211	0.536202114260707	0.40559059687533	AT2G16370/AT3G23580/AT4G34570	3
GO:0009394	2'-deoxyribonucleotide metabolic process	3/3844	10/22094	0.245422491996211	0.536202114260707	0.40559059687533	AT2G16370/AT5G40270/AT4G34570	3
GO:0010405	arabinogalactan protein metabolic process	3/3844	10/22094	0.245422491996211	0.536202114260707	0.40559059687533	AT1G27120/AT5G53340/AT2G25300	3
GO:0019692	deoxyribose phosphate metabolic process	3/3844	10/22094	0.245422491996211	0.536202114260707	0.40559059687533	AT2G16370/AT5G40270/AT4G34570	3
GO:0030149	sphingolipid catabolic process	3/3844	10/22094	0.245422491996211	0.536202114260707	0.40559059687533	AT3G24180/AT1G18720/AT5G49900	3
GO:0031929	TOR signaling	3/3844	10/22094	0.245422491996211	0.536202114260707	0.40559059687533	AT5G01770/AT3G08850/AT1G64350	3
GO:0034502	protein localization to chromosome	3/3844	10/22094	0.245422491996211	0.536202114260707	0.40559059687533	AT4G31400/AT5G15540/AT1G77720	3
GO:0043102	amino acid salvage	3/3844	10/22094	0.245422491996211	0.536202114260707	0.40559059687533	AT5G53850/AT1G50110/AT4G14716	3
GO:0070509	calcium ion import	3/3844	10/22094	0.245422491996211	0.536202114260707	0.40559059687533	AT2G23790/AT4G04340/AT4G32060	3
GO:0071267	L-methionine salvage	3/3844	10/22094	0.245422491996211	0.536202114260707	0.40559059687533	AT5G53850/AT1G50110/AT4G14716	3
GO:2000765	regulation of cytoplasmic translation	3/3844	10/22094	0.245422491996211	0.536202114260707	0.40559059687533	AT3G44150/AT2G15910/AT3G11800	3
GO:2000241	regulation of reproductive process	71/3844	377/22094	0.248126746328479	0.54161487224169	0.409684880881045	AT5G13150/AT2G43410/AT1G70170/AT5G59570/AT1G77180/AT1G29760/AT2G41630/AT5G58020/AT4G16280/AT1G07430/AT2G23070/AT2G31650/AT5G24860/AT5G60800/AT5G65060/AT1G35530/AT4G02640/AT4G04920/AT2G36010/AT1G77390/AT5G13480/AT5G67100/AT1G77300/AT5G06160/AT3G22590/AT4G03110/AT3G54620/AT3G44110/AT2G30470/AT5G37770/AT3G57390/AT5G49160/AT1G77720/AT3G07650/AT1G17145/AT2G31500/AT5G55390/AT1G77850/AT5G65080/AT2G18040/AT5G65050/AT4G15880/AT5G10140/AT1G14400/AT3G19980/AT4G30200/AT4G04885/AT2G42400/AT5G42900/AT1G01040/AT1G79280/AT5G40490/AT5G23150/AT1G08260/AT5G07290/AT5G61960/AT2G34880/AT5G58230/AT2G18000/AT1G35670/AT1G50610/AT5G13990/AT1G60420/AT1G78420/AT4G26930/AT3G24440/AT4G00830/AT3G57860/AT1G25580/AT1G29400/AT2G47700	71
GO:0010374	stomatal complex development	14/3844	66/22094	0.249569852758262	0.543770810571833	0.411315662056451	AT3G22760/AT2G02820/AT3G12280/AT2G38620/AT2G40180/AT2G43790/AT1G51660/AT5G65420/AT2G15430/AT5G67260/AT3G57230/AT1G49040/AT3G54180/AT1G70410	14
GO:0051302	regulation of cell division	14/3844	66/22094	0.249569852758262	0.543770810571833	0.411315662056451	AT1G51170/AT2G22475/AT1G47870/AT5G22110/AT5G24020/AT2G45490/AT3G16320/AT3G23980/AT1G08260/AT2G03810/AT1G69380/AT3G07980/AT5G51020/AT4G14716	14
GO:0009690	cytokinin metabolic process	9/3844	40/22094	0.2515657501651	0.547619882765961	0.414227152793084	AT2G19500/AT1G68460/AT5G20040/AT5G21482/AT1G27450/AT2G27760/AT3G01650/AT5G14420/AT5G11950	9
GO:0009066	aspartate family amino acid metabolic process	13/3844	61/22094	0.254713892332585	0.550817713804043	0.416646035831675	AT5G65010/AT5G10240/AT3G01120/AT3G47340/AT4G29840/AT3G59890/AT1G80360/AT3G59970/AT5G55070/AT2G44040/AT5G53850/AT1G50110/AT4G14716	13
GO:0044242	cellular lipid catabolic process	22/3844	109/22094	0.25521326561703	0.550817713804043	0.416646035831675	AT4G14430/AT1G65520/AT3G24180/AT1G78390/AT4G00240/AT5G25760/AT1G18720/AT3G02040/AT3G03520/AT4G35790/AT1G33270/AT5G42890/AT4G32810/AT5G49900/AT3G16785/AT4G39850/AT2G42790/AT4G11830/AT5G41080/AT3G01420/AT2G16530/AT3G51840	22
GO:1901698	response to nitrogen compound	60/3844	317/22094	0.255336226761803	0.550817713804043	0.416646035831675	AT5G09800/AT4G14430/AT3G19580/AT5G27420/AT3G18710/AT3G46620/AT4G17490/AT3G15210/AT3G16720/AT4G17420/AT3G52800/AT1G66730/AT5G01770/AT5G46910/AT2G23320/AT5G05750/AT1G42990/AT1G19310/AT4G34100/AT3G59410/AT1G49900/AT1G62300/AT1G04100/AT5G65000/AT5G11080/AT2G23780/AT2G42030/AT2G43790/AT5G59820/AT4G26400/AT1G01930/AT3G16090/AT3G50060/AT5G48655/AT3G08850/AT4G18880/AT3G15356/AT5G66850/AT1G74410/AT1G20575/AT4G03510/AT5G38895/AT5G62020/AT2G44410/AT3G46200/AT5G42220/AT4G27470/AT2G35160/AT5G45610/AT3G09840/AT4G05530/AT4G37930/AT3G57340/AT3G01420/AT4G04860/AT1G17280/AT5G66070/AT4G32670/AT2G29065/AT3G48360	60
GO:0006002	fructose 6-phosphate metabolic process	4/3844	15/22094	0.256782773762848	0.550817713804043	0.416646035831675	AT1G43670/AT4G32840/AT5G61580/AT5G64380	4
GO:0006469	negative regulation of protein kinase activity	4/3844	15/22094	0.256782773762848	0.550817713804043	0.416646035831675	AT1G49620/AT3G19150/AT2G04550/AT2G23430	4
GO:0008535	respiratory chain complex IV assembly	4/3844	15/22094	0.256782773762848	0.550817713804043	0.416646035831675	AT1G44890/AT4G14615/AT5G27760/AT4G31010	4
GO:0010196	nonphotochemical quenching	4/3844	15/22094	0.256782773762848	0.550817713804043	0.416646035831675	AT4G18160/AT1G56500/AT1G15820/AT1G71720	4
GO:0010267	production of ta-siRNAs involved in RNA interference	4/3844	15/22094	0.256782773762848	0.550817713804043	0.416646035831675	AT2G27100/AT2G19430/AT3G62800/AT1G01040	4
GO:0031023	microtubule organizing center organization	4/3844	15/22094	0.256782773762848	0.550817713804043	0.416646035831675	AT1G49890/AT4G30710/AT2G32980/AT5G48520	4
GO:0033673	negative regulation of kinase activity	4/3844	15/22094	0.256782773762848	0.550817713804043	0.416646035831675	AT1G49620/AT3G19150/AT2G04550/AT2G23430	4
GO:0051026	chiasma assembly	4/3844	15/22094	0.256782773762848	0.550817713804043	0.416646035831675	AT3G13170/AT4G30870/AT3G20475/AT2G06510	4
GO:0051438	regulation of ubiquitin-protein transferase activity	4/3844	15/22094	0.256782773762848	0.550817713804043	0.416646035831675	AT4G11920/AT4G22910/AT4G33270/AT3G57860	4
GO:1902288	regulation of defense response to oomycetes	4/3844	15/22094	0.256782773762848	0.550817713804043	0.416646035831675	AT5G50780/AT3G59280/AT1G26190/AT2G48070	4
GO:1990066	energy quenching	4/3844	15/22094	0.256782773762848	0.550817713804043	0.416646035831675	AT4G18160/AT1G56500/AT1G15820/AT1G71720	4
GO:0008283	cell population proliferation	19/3844	93/22094	0.256791534332868	0.550817713804043	0.416646035831675	AT1G69220/AT2G16440/AT1G44900/AT3G07870/AT4G02060/AT1G20930/AT2G38620/AT2G46020/AT5G46280/AT2G07690/AT3G04740/AT4G16420/AT5G67260/AT3G08730/AT5G44635/AT3G54180/AT5G02320/AT3G15150/AT4G00850	19
GO:0009100	glycoprotein metabolic process	33/3844	169/22094	0.259851461430041	0.550817713804043	0.416646035831675	AT4G22580/AT2G01480/AT1G67070/AT2G32750/AT4G32272/AT3G27540/AT3G02570/AT1G27120/AT5G14480/AT3G62720/AT3G14960/AT4G18270/AT5G62220/AT5G53340/AT5G14950/AT2G19340/AT1G67410/AT5G22940/AT2G25300/AT5G04500/AT2G35520/AT3G45040/AT1G20575/AT1G12990/AT3G19280/AT1G32210/AT3G21160/AT1G08030/AT1G78800/AT2G16530/AT1G77350/AT4G26940/AT4G16745	33
GO:0016246	RNA interference	12/3844	56/22094	0.259982029910609	0.550817713804043	0.416646035831675	AT5G47010/AT3G24340/AT1G24450/AT2G19910/AT2G19920/AT2G27100/AT3G46960/AT2G19430/AT3G62800/AT1G01040/AT2G19930/AT1G63020	12
GO:0034754	cellular hormone metabolic process	12/3844	56/22094	0.259982029910609	0.550817713804043	0.416646035831675	AT2G19500/AT1G68460/AT5G20040/AT5G21482/AT1G27450/AT5G54810/AT2G27760/AT3G01650/AT1G80360/AT5G14420/AT5G11950/AT1G32070	12
GO:1901264	carbohydrate derivative transport	12/3844	56/22094	0.259982029910609	0.550817713804043	0.416646035831675	AT4G32272/AT4G01100/AT5G07320/AT1G70330/AT1G06890/AT5G65000/AT5G04160/AT1G14560/AT4G39850/AT2G29940/AT1G21870/AT4G39390	12
GO:0000373	Group II intron splicing	6/3844	25/22094	0.260039128816032	0.550817713804043	0.416646035831675	AT1G66345/AT1G71310/AT2G39120/AT1G74350/AT4G31010/AT4G01400	6
GO:0006084	acetyl-CoA metabolic process	6/3844	25/22094	0.260039128816032	0.550817713804043	0.416646035831675	AT1G76490/AT1G24180/AT5G55070/AT4G11820/AT4G04320/AT5G36880	6
GO:0006094	gluconeogenesis	6/3844	25/22094	0.260039128816032	0.550817713804043	0.416646035831675	AT3G55070/AT5G03690/AT1G43670/AT5G64380/AT5G65690/AT4G37870	6
GO:0006555	methionine metabolic process	6/3844	25/22094	0.260039128816032	0.550817713804043	0.416646035831675	AT3G01120/AT1G80360/AT3G59970/AT5G53850/AT1G50110/AT4G14716	6
GO:0015780	nucleotide-sugar transmembrane transport	6/3844	25/22094	0.260039128816032	0.550817713804043	0.416646035831675	AT4G32272/AT1G06890/AT5G65000/AT5G04160/AT1G21870/AT4G39390	6
GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	6/3844	25/22094	0.260039128816032	0.550817713804043	0.416646035831675	AT1G65440/AT1G03740/AT3G22590/AT3G01085/AT4G10710/AT4G12610	6
GO:0046112	nucleobase biosynthetic process	6/3844	25/22094	0.260039128816032	0.550817713804043	0.416646035831675	AT1G30820/AT1G27450/AT5G26667/AT3G20330/AT3G53900/AT3G27190	6
GO:0000165	MAPK cascade	5/3844	20/22094	0.260185251746633	0.550817713804043	0.416646035831675	AT2G04550/AT1G09000/AT1G51660/AT1G54960/AT5G66850	5
GO:0016925	protein sumoylation	5/3844	20/22094	0.260185251746633	0.550817713804043	0.416646035831675	AT3G57870/AT5G41580/AT1G79280/AT2G21470/AT3G15150	5
GO:0051785	positive regulation of nuclear division	5/3844	20/22094	0.260185251746633	0.550817713804043	0.416646035831675	AT5G15540/AT3G16320/AT5G07290/AT5G61960/AT1G29400	5
GO:0072523	purine-containing compound catabolic process	5/3844	20/22094	0.260185251746633	0.550817713804043	0.416646035831675	AT1G28960/AT5G18860/AT5G40270/AT2G26230/AT4G04320	5
GO:0072525	pyridine-containing compound biosynthetic process	5/3844	20/22094	0.260185251746633	0.550817713804043	0.416646035831675	AT1G21640/AT2G01220/AT5G01410/AT5G14760/AT1G78590	5
GO:1901606	alpha-amino acid catabolic process	18/3844	88/22094	0.262538069082326	0.555132509558558	0.419909806225198	AT2G26080/AT4G34710/AT2G26800/AT4G35220/AT2G20860/AT1G65960/AT3G22200/AT4G13360/AT2G16500/AT3G47680/AT1G17290/AT1G80360/AT3G55840/AT5G55070/AT1G71180/AT4G37930/AT2G35120/AT4G08900	18
GO:0010200	response to chitin	28/3844	142/22094	0.262688331575029	0.555132509558558	0.419909806225198	AT5G09800/AT3G19580/AT5G27420/AT3G18710/AT3G46620/AT4G17490/AT3G15210/AT3G16720/AT3G52800/AT5G46910/AT2G23320/AT1G42990/AT1G49900/AT1G62300/AT1G04100/AT5G59820/AT4G26400/AT3G50060/AT5G48655/AT4G18880/AT3G15356/AT5G66850/AT1G74410/AT5G38895/AT5G62020/AT2G35160/AT5G66070/AT2G29065	28
GO:0006486	protein glycosylation	31/3844	159/22094	0.270957683508139	0.571596244008336	0.432363199646612	AT4G22580/AT2G01480/AT1G67070/AT2G32750/AT3G27540/AT3G02570/AT1G27120/AT5G14480/AT3G62720/AT3G14960/AT4G18270/AT5G62220/AT5G53340/AT5G14950/AT2G19340/AT1G67410/AT5G22940/AT2G25300/AT5G04500/AT2G35520/AT3G45040/AT1G20575/AT1G12990/AT3G19280/AT1G32210/AT3G21160/AT1G78800/AT2G16530/AT1G77350/AT4G26940/AT4G16745	31
GO:0043413	macromolecule glycosylation	31/3844	159/22094	0.270957683508139	0.571596244008336	0.432363199646612	AT4G22580/AT2G01480/AT1G67070/AT2G32750/AT3G27540/AT3G02570/AT1G27120/AT5G14480/AT3G62720/AT3G14960/AT4G18270/AT5G62220/AT5G53340/AT5G14950/AT2G19340/AT1G67410/AT5G22940/AT2G25300/AT5G04500/AT2G35520/AT3G45040/AT1G20575/AT1G12990/AT3G19280/AT1G32210/AT3G21160/AT1G78800/AT2G16530/AT1G77350/AT4G26940/AT4G16745	31
GO:0006661	phosphatidylinositol biosynthetic process	9/3844	41/22094	0.276363634958992	0.581972099014173	0.440211637974223	AT1G22620/AT1G20575/AT2G01690/AT4G38570/AT2G22530/AT3G14205/AT5G19130/AT4G17910/AT1G60490	9
GO:0045927	positive regulation of growth	9/3844	41/22094	0.276363634958992	0.581972099014173	0.440211637974223	AT5G01770/AT5G47390/AT1G67360/AT2G27350/AT3G08850/AT5G07290/AT3G05500/AT2G47780/AT1G29400	9
GO:0008219	cell death	36/3844	187/22094	0.278226679138213	0.585379127561279	0.442788760863596	AT1G79110/AT2G34690/AT4G02640/AT3G12920/AT5G64930/AT4G35790/AT5G23040/AT5G24360/AT1G47870/AT4G37990/AT2G01290/AT1G77300/AT4G03110/AT1G79340/AT1G29850/AT5G47120/AT1G32230/AT1G26630/AT1G29340/AT2G41060/AT4G33630/AT5G16840/AT5G23670/AT5G61900/AT3G63310/AT3G57330/AT4G20870/AT5G13190/AT1G32210/AT1G67950/AT4G36480/AT1G08860/AT3G24100/AT4G37930/AT5G45360/AT3G01420	36
GO:0009631	cold acclimation	12/3844	57/22094	0.281061001464518	0.589942269575275	0.446240383757018	AT4G31420/AT4G36020/AT2G17870/AT4G04920/AT1G74960/AT4G38680/AT5G59820/AT3G04740/AT4G16420/AT3G55580/AT3G26420/AT5G38480	12
GO:0007030	Golgi organization	8/3844	36/22094	0.281877776208287	0.589942269575275	0.446240383757018	AT1G31780/AT4G02195/AT3G10780/AT4G11150/AT1G73430/AT1G09580/AT5G11980/AT3G07680	8
GO:0010223	secondary shoot formation	8/3844	36/22094	0.281877776208287	0.589942269575275	0.446240383757018	AT3G01460/AT5G61480/AT3G18550/AT4G32810/AT1G77300/AT5G41520/AT5G66210/AT3G14067	8
GO:0010346	shoot axis formation	8/3844	36/22094	0.281877776208287	0.589942269575275	0.446240383757018	AT3G01460/AT5G61480/AT3G18550/AT4G32810/AT1G77300/AT5G41520/AT5G66210/AT3G14067	8
GO:0048598	embryonic morphogenesis	8/3844	36/22094	0.281877776208287	0.589942269575275	0.446240383757018	AT2G17090/AT5G16780/AT3G23980/AT1G08260/AT5G41920/AT4G18750/AT5G57020/AT4G00020	8
GO:0080092	regulation of pollen tube growth	8/3844	36/22094	0.281877776208287	0.589942269575275	0.446240383757018	AT5G13150/AT2G41630/AT2G31500/AT1G35670/AT1G50610/AT5G13990/AT1G60420/AT4G26930	8
GO:0022604	regulation of cell morphogenesis	20/3844	100/22094	0.282614591757303	0.5909664142876	0.447015060794112	AT3G50310/AT5G04990/AT5G13150/AT2G41630/AT5G23430/AT5G49430/AT2G31500/AT3G16320/AT2G43790/AT1G61210/AT4G28540/AT4G20260/AT1G35670/AT1G50610/AT5G13990/AT2G17800/AT1G60420/AT5G03500/AT4G26930/AT3G51300	20
GO:0071395	cellular response to jasmonic acid stimulus	22/3844	111/22094	0.285087625986273	0.595616142480508	0.45053217865492	AT5G47010/AT3G15210/AT5G06600/AT3G11670/AT3G11910/AT5G20900/AT4G04920/AT5G64930/AT4G02570/AT1G16310/AT1G32230/AT2G43790/AT1G33980/AT5G13220/AT1G74950/AT3G15356/AT1G71020/AT2G34070/AT1G15380/AT3G58110/AT4G00830/AT2G39260	22
GO:0048581	negative regulation of post-embryonic development	24/3844	122/22094	0.286895895425995	0.595977809014113	0.450805748156669	AT5G42970/AT4G33780/AT1G07430/AT2G23070/AT2G31650/AT5G60800/AT5G65060/AT5G67100/AT1G77300/AT3G57390/AT5G49160/AT3G07650/AT5G65080/AT5G65050/AT5G10140/AT1G14400/AT3G19980/AT1G79280/AT5G23150/AT1G08260/AT2G29940/AT5G46210/AT3G44680/AT1G70410	24
GO:0009692	ethylene metabolic process	7/3844	31/22094	0.287257310793653	0.595977809014113	0.450805748156669	AT3G51770/AT1G67140/AT2G41060/AT5G57740/AT1G80360/AT4G11280/AT1G08030	7
GO:0009693	ethylene biosynthetic process	7/3844	31/22094	0.287257310793653	0.595977809014113	0.450805748156669	AT3G51770/AT1G67140/AT2G41060/AT5G57740/AT1G80360/AT4G11280/AT1G08030	7
GO:0043449	cellular alkene metabolic process	7/3844	31/22094	0.287257310793653	0.595977809014113	0.450805748156669	AT3G51770/AT1G67140/AT2G41060/AT5G57740/AT1G80360/AT4G11280/AT1G08030	7
GO:0043450	alkene biosynthetic process	7/3844	31/22094	0.287257310793653	0.595977809014113	0.450805748156669	AT3G51770/AT1G67140/AT2G41060/AT5G57740/AT1G80360/AT4G11280/AT1G08030	7
GO:0090333	regulation of stomatal closure	7/3844	31/22094	0.287257310793653	0.595977809014113	0.450805748156669	AT3G50310/AT2G31650/AT4G22330/AT4G35790/AT3G05030/AT5G13750/AT2G43790	7
GO:1900673	olefin metabolic process	7/3844	31/22094	0.287257310793653	0.595977809014113	0.450805748156669	AT3G51770/AT1G67140/AT2G41060/AT5G57740/AT1G80360/AT4G11280/AT1G08030	7
GO:1900674	olefin biosynthetic process	7/3844	31/22094	0.287257310793653	0.595977809014113	0.450805748156669	AT3G51770/AT1G67140/AT2G41060/AT5G57740/AT1G80360/AT4G11280/AT1G08030	7
GO:0070585	protein localization to mitochondrion	14/3844	68/22094	0.288029122349609	0.596353949220442	0.45109026574199	AT1G44890/AT1G53530/AT3G59280/AT1G13900/AT5G24650/AT3G11070/AT5G43970/AT3G25120/AT3G07910/AT5G23395/AT2G36070/AT5G17710/AT3G27080/AT5G40930	14
GO:0072655	establishment of protein localization to mitochondrion	14/3844	68/22094	0.288029122349609	0.596353949220442	0.45109026574199	AT1G44890/AT1G53530/AT3G59280/AT1G13900/AT5G24650/AT3G11070/AT5G43970/AT3G25120/AT3G07910/AT5G23395/AT2G36070/AT5G17710/AT3G27080/AT5G40930	14
GO:0009260	ribonucleotide biosynthetic process	26/3844	133/22094	0.288187796231319	0.596353949220442	0.45109026574199	AT1G24180/AT1G30820/AT1G28960/AT1G79470/AT3G10030/AT4G35360/AT1G60440/AT1G80230/AT1G64570/AT1G30680/AT2G33040/AT5G08680/AT1G27450/AT3G27440/AT5G26667/AT3G20330/AT3G52300/AT5G47030/AT4G26510/AT4G17360/AT5G05930/AT3G53900/AT5G47435/AT3G27190/AT4G04320/AT5G36880	26
GO:0009082	branched-chain amino acid biosynthetic process	6/3844	26/22094	0.292274799603899	0.602161802730413	0.455483405397774	AT5G65780/AT3G20390/AT2G31810/AT1G50110/AT5G57850/AT3G48560	6
GO:0042398	cellular modified amino acid biosynthetic process	6/3844	26/22094	0.292274799603899	0.602161802730413	0.455483405397774	AT3G55630/AT2G16370/AT4G34570/AT5G57850/AT2G28880/AT3G07270	6
GO:0034599	cellular response to oxidative stress	16/3844	79/22094	0.29290352657005	0.602161802730413	0.455483405397774	AT4G32320/AT5G07470/AT5G61640/AT3G59410/AT2G03050/AT1G19570/AT4G33630/AT3G52960/AT1G65980/AT1G75270/AT5G16470/AT2G20270/AT5G40370/AT2G18030/AT3G01420/AT4G35000	16
GO:0030422	production of siRNA involved in RNA interference	10/3844	47/22094	0.294607550891983	0.602161802730413	0.455483405397774	AT1G24450/AT2G19910/AT2G19920/AT2G27100/AT3G46960/AT2G19430/AT3G62800/AT1G01040/AT2G19930/AT1G63020	10
GO:1990542	mitochondrial transmembrane transport	13/3844	63/22094	0.295151359093552	0.602161802730413	0.455483405397774	AT1G07030/AT1G80230/AT2G23790/AT3G59280/AT1G14560/AT5G24650/AT5G08680/AT3G07910/AT4G32060/AT5G23395/AT2G36070/AT5G17710/AT4G22310	13
GO:0009072	aromatic amino acid family metabolic process	18/3844	90/22094	0.296350800201915	0.602161802730413	0.455483405397774	AT5G34930/AT1G48270/AT3G29200/AT4G35220/AT4G27070/AT1G09795/AT2G04400/AT3G47680/AT1G48850/AT4G33510/AT5G54810/AT1G80360/AT3G55840/AT5G57890/AT1G15710/AT2G45300/AT5G57850/AT2G28880	18
GO:0009086	methionine biosynthetic process	5/3844	21/22094	0.296476150926981	0.602161802730413	0.455483405397774	AT3G01120/AT3G59970/AT5G53850/AT1G50110/AT4G14716	5
GO:0042761	very long-chain fatty acid biosynthetic process	5/3844	21/22094	0.296476150926981	0.602161802730413	0.455483405397774	AT4G13840/AT4G36830/AT1G67730/AT5G47120/AT1G75000	5
GO:0045910	negative regulation of DNA recombination	5/3844	21/22094	0.296476150926981	0.602161802730413	0.455483405397774	AT4G02070/AT1G35530/AT1G79950/AT1G06760/AT1G08390	5
GO:0048359	mucilage metabolic process involved in seed coat development	5/3844	21/22094	0.296476150926981	0.602161802730413	0.455483405397774	AT1G02720/AT5G22740/AT1G21070/AT5G04160/AT1G63930	5
GO:0051017	actin filament bundle assembly	5/3844	21/22094	0.296476150926981	0.602161802730413	0.455483405397774	AT5G35700/AT1G20260/AT1G76030/AT4G38510/AT2G45800	5
GO:0061572	actin filament bundle organization	5/3844	21/22094	0.296476150926981	0.602161802730413	0.455483405397774	AT5G35700/AT1G20260/AT1G76030/AT4G38510/AT2G45800	5
GO:0000338	protein deneddylation	3/3844	11/22094	0.296794154863357	0.602161802730413	0.455483405397774	AT5G42970/AT3G61140/AT4G14110	3
GO:0006308	DNA catabolic process	3/3844	11/22094	0.296794154863357	0.602161802730413	0.455483405397774	AT3G13170/AT5G02820/AT5G26940	3
GO:0008272	sulfate transport	3/3844	11/22094	0.296794154863357	0.602161802730413	0.455483405397774	AT2G22500/AT3G51895/AT4G24570	3
GO:0009423	chorismate biosynthetic process	3/3844	11/22094	0.296794154863357	0.602161802730413	0.455483405397774	AT1G48850/AT4G33510/AT2G45300	3
GO:0010384	cell wall proteoglycan metabolic process	3/3844	11/22094	0.296794154863357	0.602161802730413	0.455483405397774	AT1G27120/AT5G53340/AT2G25300	3
GO:0010404	cell wall hydroxyproline-rich glycoprotein metabolic process	3/3844	11/22094	0.296794154863357	0.602161802730413	0.455483405397774	AT1G27120/AT5G53340/AT2G25300	3
GO:0046466	membrane lipid catabolic process	3/3844	11/22094	0.296794154863357	0.602161802730413	0.455483405397774	AT3G24180/AT1G18720/AT5G49900	3
GO:0048317	seed morphogenesis	3/3844	11/22094	0.296794154863357	0.602161802730413	0.455483405397774	AT5G42890/AT5G61730/AT1G01040	3
GO:0070301	cellular response to hydrogen peroxide	3/3844	11/22094	0.296794154863357	0.602161802730413	0.455483405397774	AT3G59410/AT1G19570/AT1G75270	3
GO:0070973	protein localization to endoplasmic reticulum exit site	3/3844	11/22094	0.296794154863357	0.602161802730413	0.455483405397774	AT5G42570/AT3G17780/AT3G03160	3
GO:0071265	L-methionine biosynthetic process	3/3844	11/22094	0.296794154863357	0.602161802730413	0.455483405397774	AT5G53850/AT1G50110/AT4G14716	3
GO:0006465	signal peptide processing	4/3844	16/22094	0.298857382070428	0.602763030729883	0.455938182461641	AT2G03120/AT3G15710/AT1G06870/AT5G27430	4
