Chr	Start	End	Value
Chr1	27060001	27070000	4
Chr1	27070001	27080000	3
Chr1	27080001	27090000	6
Chr1	27090001	27100000	4
Chr1	27100001	27110000	0
Chr1	27110001	27120000	3
Chr1	27120001	27130000	3
Chr1	27130001	27140000	1
Chr1	27140001	27150000	1
Chr1	27150001	27160000	2
Chr1	27160001	27170000	2
Chr1	27170001	27180000	4
Chr1	27180001	27190000	6
Chr1	27190001	27200000	1
Chr1	27200001	27210000	1
Chr1	27210001	27220000	3
Chr1	27220001	27230000	2
Chr1	27230001	27240000	3
Chr1	27240001	27250000	2
Chr1	27250001	27260000	2
Chr1	27260001	27270000	2
Chr1	27270001	27280000	4
Chr1	27280001	27290000	2
Chr1	27290001	27300000	2
Chr1	27300001	27310000	3
Chr1	27310001	27320000	3
Chr1	27320001	27330000	0
Chr1	27330001	27340000	3
Chr1	27340001	27350000	5
Chr1	27350001	27360000	0
Chr1	27360001	27370000	2
Chr1	27370001	27380000	1
Chr1	27380001	27390000	2
Chr1	27390001	27400000	2
Chr1	27400001	27410000	4
Chr1	27410001	27420000	1
Chr1	27420001	27430000	4
Chr1	27430001	27440000	1
Chr1	27440001	27450000	3
Chr1	27450001	27460000	3
Chr1	27460001	27470000	2
Chr1	27470001	27480000	2
Chr1	27480001	27490000	2
Chr1	27490001	27500000	1
Chr1	27500001	27510000	2
Chr1	27510001	27520000	1
Chr1	27520001	27530000	1
Chr1	27530001	27540000	6
Chr1	27540001	27550000	3
Chr1	27550001	27560000	1
Chr1	27560001	27570000	1
Chr1	27570001	27580000	2
Chr1	27580001	27590000	3
Chr1	27590001	27600000	2
Chr1	27600001	27610000	2
Chr1	27610001	27620000	1
Chr1	27620001	27630000	1
Chr1	27630001	27640000	3
Chr1	27640001	27650000	3
Chr1	27650001	27660000	2
Chr1	27660001	27670000	4
Chr1	27670001	27680000	2
Chr1	27680001	27690000	2
Chr1	27690001	27700000	2
Chr1	27700001	27710000	1
Chr1	27710001	27720000	2
Chr1	27720001	27730000	1
Chr1	27730001	27740000	1
Chr1	27740001	27750000	2
Chr1	27750001	27760000	5
Chr1	27760001	27770000	3
Chr1	27770001	27780000	3
Chr1	27780001	27790000	3
Chr1	27790001	27800000	3
Chr1	27800001	27810000	0
Chr1	27810001	27820000	1
Chr1	27820001	27830000	3
Chr1	27830001	27840000	3
Chr1	27840001	27850000	1
Chr1	27850001	27860000	5
Chr1	27860001	27870000	3
Chr1	27870001	27880000	1
Chr1	27880001	27890000	2
Chr1	27890001	27900000	0
Chr1	27900001	27910000	2
Chr1	27910001	27920000	1
Chr1	27920001	27930000	2
Chr1	27930001	27940000	1
Chr1	27940001	27950000	3
Chr1	27950001	27960000	1
Chr1	27960001	27970000	0
Chr1	27970001	27980000	5
Chr1	27980001	27990000	2
Chr1	27990001	2.8e+07	5
Chr1	28000001	28010000	4
Chr1	28010001	28020000	1
Chr1	28020001	28030000	1
Chr1	28030001	28040000	7
Chr1	28040001	28050000	4
Chr1	28050001	28060000	4
Chr1	28060001	28070000	1
Chr1	28070001	28080000	4
Chr1	28080001	28090000	2
Chr1	28090001	28100000	1
Chr1	28100001	28110000	2
Chr1	28110001	28120000	3
Chr1	28120001	28130000	2
Chr1	28130001	28140000	1
Chr1	28140001	28150000	2
Chr1	28150001	28160000	2
Chr1	28160001	28170000	1
Chr1	28170001	28180000	4
Chr1	28180001	28190000	3
Chr1	28190001	28200000	2
Chr1	28200001	28210000	1
Chr1	28210001	28220000	3
Chr1	28220001	28230000	3
Chr1	28230001	28240000	2
Chr1	28240001	28250000	2
Chr1	28250001	28260000	3
Chr1	28260001	28270000	1
Chr1	28270001	28280000	3
Chr1	28280001	28290000	3
Chr1	28290001	28300000	4
Chr1	28300001	28310000	2
Chr1	28310001	28320000	3
Chr1	28320001	28330000	5
Chr1	28330001	28340000	3
Chr1	28340001	28350000	4
Chr1	28350001	28360000	4
Chr1	28360001	28370000	2
Chr1	28370001	28380000	2
Chr1	28380001	28390000	5
Chr1	28390001	28400000	6
Chr1	28400001	28410000	2
Chr1	28410001	28420000	0
Chr1	28420001	28430000	6
Chr1	28430001	28440000	3
Chr1	28440001	28450000	6
Chr1	28450001	28460000	5
Chr1	28460001	28470000	4
Chr1	28470001	28480000	2
Chr1	28480001	28490000	3
Chr1	28490001	28500000	2
Chr1	28500001	28510000	4
Chr1	28510001	28520000	6
Chr1	28520001	28530000	1
Chr1	28530001	28540000	5
Chr1	28540001	28550000	4
Chr1	28550001	28560000	3
Chr1	28560001	28570000	2
Chr1	28570001	28580000	2
Chr1	28580001	28590000	4
Chr1	28590001	28600000	3
Chr1	28600001	28610000	3
Chr1	28610001	28620000	1
Chr1	28620001	28630000	2
Chr1	28630001	28640000	2
Chr1	28640001	28650000	2
Chr1	28650001	28660000	2
Chr1	28660001	28670000	1
Chr1	28670001	28680000	3
Chr1	28680001	28690000	3
Chr1	28690001	28700000	2
Chr1	28700001	28710000	3
Chr1	28710001	28720000	2
Chr1	28720001	28730000	3
Chr1	28730001	28740000	4
Chr1	28740001	28750000	4
Chr1	28750001	28760000	4
Chr1	28760001	28770000	2
Chr1	28770001	28780000	2
Chr1	28780001	28790000	2
Chr1	28790001	28800000	1
Chr1	28800001	28810000	3
Chr1	28810001	28820000	3
Chr1	28820001	28830000	4
Chr1	28830001	28840000	3
Chr1	28840001	28850000	1
Chr1	28850001	28860000	1
Chr1	28860001	28870000	3
Chr1	28870001	28880000	3
Chr1	28880001	28890000	4
Chr1	28890001	28900000	4
Chr1	28900001	28910000	3
Chr1	28910001	28920000	4
Chr1	28920001	28930000	3
Chr1	28930001	28940000	3
Chr1	28940001	28950000	1
Chr1	28950001	28960000	2
Chr1	28960001	28970000	2
Chr1	28970001	28980000	4
Chr1	28980001	28990000	1
Chr1	28990001	2.9e+07	3
Chr1	29000001	29010000	4
Chr1	29010001	29020000	3
Chr1	29020001	29030000	2
Chr1	29030001	29040000	2
Chr1	29040001	29050000	1
Chr1	29050001	29060000	0
Chr1	29060001	29070000	2
Chr1	29070001	29080000	2
Chr1	29080001	29090000	3
Chr1	29090001	29100000	1
Chr1	29100001	29110000	2
Chr1	29110001	29120000	1
Chr1	29120001	29130000	4
Chr1	29130001	29140000	5
Chr1	29140001	29150000	2
Chr1	29150001	29160000	1
Chr1	29160001	29170000	2
Chr1	29170001	29180000	5
Chr1	29180001	29190000	2
Chr1	29190001	29200000	3
Chr1	29200001	29210000	4
Chr1	29210001	29220000	5
Chr1	29220001	29230000	3
Chr1	29230001	29240000	4
Chr1	29240001	29250000	3
Chr1	29250001	29260000	2
Chr1	29260001	29270000	1
Chr1	29270001	29280000	3
Chr1	29280001	29290000	7
Chr1	29290001	29300000	2
Chr1	29300001	29310000	4
Chr1	29310001	29320000	2
Chr1	29320001	29330000	5
Chr1	29330001	29340000	4
Chr1	29340001	29350000	5
Chr1	29350001	29360000	4
Chr1	29360001	29370000	5
Chr1	29370001	29380000	4
Chr1	29380001	29390000	3
Chr1	29390001	29400000	3
Chr1	29400001	29410000	2
Chr1	29410001	29420000	2
Chr1	29420001	29430000	4
Chr1	29430001	29440000	3
Chr1	29440001	29450000	3
Chr1	29450001	29460000	3
Chr1	29460001	29470000	2
Chr1	29470001	29480000	2
Chr1	29480001	29490000	2
Chr1	29490001	29500000	5
Chr1	29500001	29510000	3
Chr1	29510001	29520000	5
Chr1	29520001	29530000	1
Chr1	29530001	29540000	0
Chr1	29540001	29550000	1
Chr1	29550001	29560000	0
Chr1	29560001	29570000	2
Chr1	29570001	29580000	2
Chr1	29580001	29590000	1
Chr1	29590001	29600000	3
Chr1	29600001	29610000	4
Chr1	29610001	29620000	2
Chr1	29620001	29630000	2
Chr1	29630001	29640000	2
Chr1	29640001	29650000	2
Chr1	29650001	29660000	1
Chr1	29660001	29670000	2
Chr1	29670001	29680000	1
Chr1	29680001	29690000	3
Chr1	29690001	29700000	4
Chr1	29700001	29710000	2
Chr1	29710001	29720000	5
Chr1	29720001	29730000	1
Chr1	29730001	29740000	1
Chr1	29740001	29750000	1
Chr1	29750001	29760000	1
Chr1	29760001	29770000	2
Chr1	29770001	29780000	4
Chr1	29780001	29790000	5
Chr1	29790001	29800000	1
Chr1	29800001	29810000	2
Chr1	29810001	29820000	4
Chr1	29820001	29830000	0
Chr1	29830001	29840000	3
Chr1	29840001	29850000	2
Chr1	29850001	29860000	2
Chr1	29860001	29870000	4
Chr1	29870001	29880000	4
Chr1	29880001	29890000	4
Chr1	29890001	29900000	2
Chr1	29900001	29910000	1
Chr1	29910001	29920000	4
Chr1	29920001	29930000	2
Chr1	29930001	29940000	2
Chr1	29940001	29950000	2
Chr1	29950001	29960000	1
Chr1	29960001	29970000	2
Chr1	29970001	29980000	3
Chr1	29980001	29990000	0
Chr1	29990001	3e+07	3
Chr1	30000001	30010000	2
Chr1	30010001	30020000	3
Chr1	30020001	30030000	1
Chr1	30030001	30040000	2
Chr1	30040001	30050000	3
Chr1	30050001	30060000	2
Chr1	30060001	30070000	1
Chr1	30070001	30080000	1
Chr1	30080001	30090000	2
Chr1	30090001	30100000	0
Chr1	30100001	30110000	2
Chr1	30110001	30120000	2
Chr1	30120001	30130000	2
Chr1	30130001	30140000	4
Chr1	30140001	30150000	5
Chr1	30150001	30160000	4
Chr1	30160001	30170000	2
Chr1	30170001	30180000	2
Chr1	30180001	30190000	2
Chr1	30190001	30200000	3
Chr1	30200001	30210000	3
Chr1	30210001	30220000	1
Chr1	30220001	30230000	3
Chr1	30230001	30240000	2
Chr1	30240001	30250000	2
Chr1	30250001	30260000	2
Chr1	30260001	30270000	2
Chr1	30270001	30280000	2
Chr1	30280001	30290000	3
Chr1	30290001	30300000	2
Chr1	30300001	30310000	1
Chr1	30310001	30320000	2
Chr1	30320001	30330000	2
Chr1	30330001	30340000	2
Chr1	30340001	30350000	2
Chr1	30350001	30360000	4
Chr1	30360001	30370000	2
Chr1	30370001	30380000	1
Chr1	30380001	30390000	1
Chr1	30390001	30400000	2
Chr1	30400001	30410000	3
Chr1	30410001	30420000	3
Chr1	30420001	30427671	1
Chr2	1	10000	3
Chr2	10001	20000	0
Chr2	20001	30000	0
Chr2	30001	40000	0
Chr2	40001	50000	0
Chr2	50001	60000	1
Chr2	60001	70000	0
Chr2	70001	80000	0
Chr2	80001	90000	2
Chr2	90001	1e+05	1
Chr2	100001	110000	2
Chr2	110001	120000	2
Chr2	120001	130000	4
Chr2	130001	140000	5
Chr2	140001	150000	2
Chr2	150001	160000	3
Chr2	160001	170000	2
Chr2	170001	180000	4
Chr2	180001	190000	2
Chr2	190001	2e+05	2
Chr2	200001	210000	3
Chr2	210001	220000	3
Chr2	220001	230000	4
Chr2	230001	240000	3
Chr2	240001	250000	2
Chr2	250001	260000	5
Chr2	260001	270000	5
Chr2	270001	280000	3
Chr2	280001	290000	5
Chr2	290001	3e+05	3
Chr2	300001	310000	3
Chr2	310001	320000	0
Chr2	320001	330000	2
Chr2	330001	340000	0
Chr2	340001	350000	2
Chr2	350001	360000	3
Chr2	360001	370000	3
Chr2	370001	380000	3
Chr2	380001	390000	2
Chr2	390001	4e+05	4
Chr2	400001	410000	7
Chr2	410001	420000	3
Chr2	420001	430000	5
Chr2	430001	440000	6
Chr2	440001	450000	1
Chr2	450001	460000	3
Chr2	460001	470000	2
Chr2	470001	480000	6
Chr2	480001	490000	2
Chr2	490001	5e+05	3
Chr2	500001	510000	4
Chr2	510001	520000	4
Chr2	520001	530000	3
Chr2	530001	540000	1
Chr2	540001	550000	3
Chr2	550001	560000	3
Chr2	560001	570000	2
Chr2	570001	580000	0
Chr2	580001	590000	2
Chr2	590001	6e+05	2
Chr2	600001	610000	2
Chr2	610001	620000	1
Chr2	620001	630000	4
Chr2	630001	640000	3
Chr2	640001	650000	5
Chr2	650001	660000	4
Chr2	660001	670000	2
Chr2	670001	680000	3
Chr2	680001	690000	3
Chr2	690001	7e+05	1
Chr2	700001	710000	3
Chr2	710001	720000	1
Chr2	720001	730000	3
Chr2	730001	740000	3
Chr2	740001	750000	4
Chr2	750001	760000	2
Chr2	760001	770000	2
Chr2	770001	780000	1
Chr2	780001	790000	2
Chr2	790001	8e+05	2
Chr2	800001	810000	2
Chr2	810001	820000	2
Chr2	820001	830000	1
Chr2	830001	840000	3
Chr2	840001	850000	3
Chr2	850001	860000	2
Chr2	860001	870000	1
Chr2	870001	880000	4
Chr2	880001	890000	1
Chr2	890001	9e+05	2
Chr2	900001	910000	2
Chr2	910001	920000	2
Chr2	920001	930000	3
Chr2	930001	940000	2
Chr2	940001	950000	0
Chr2	950001	960000	1
Chr2	960001	970000	2
Chr2	970001	980000	1
Chr2	980001	990000	0
Chr2	990001	1e+06	1
Chr2	1000001	1010000	2
Chr2	1010001	1020000	1
Chr2	1020001	1030000	5
Chr2	1030001	1040000	1
Chr2	1040001	1050000	2
Chr2	1050001	1060000	2
Chr2	1060001	1070000	2
Chr2	1070001	1080000	3
Chr2	1080001	1090000	4
Chr2	1090001	1100000	2
Chr2	1100001	1110000	1
Chr2	1110001	1120000	2
Chr2	1120001	1130000	4
Chr2	1130001	1140000	2
Chr2	1140001	1150000	3
Chr2	1150001	1160000	0
Chr2	1160001	1170000	2
Chr2	1170001	1180000	2
Chr2	1180001	1190000	2
Chr2	1190001	1200000	2
Chr2	1200001	1210000	3
Chr2	1210001	1220000	4
Chr2	1220001	1230000	2
Chr2	1230001	1240000	4
Chr2	1240001	1250000	4
Chr2	1250001	1260000	6
Chr2	1260001	1270000	2
Chr2	1270001	1280000	2
Chr2	1280001	1290000	1
Chr2	1290001	1300000	2
Chr2	1300001	1310000	0
Chr2	1310001	1320000	4
Chr2	1320001	1330000	2
Chr2	1330001	1340000	2
Chr2	1340001	1350000	4
Chr2	1350001	1360000	1
Chr2	1360001	1370000	2
Chr2	1370001	1380000	3
Chr2	1380001	1390000	5
Chr2	1390001	1400000	1
Chr2	1400001	1410000	2
Chr2	1410001	1420000	1
Chr2	1420001	1430000	4
Chr2	1430001	1440000	2
Chr2	1440001	1450000	4
Chr2	1450001	1460000	2
Chr2	1460001	1470000	4
Chr2	1470001	1480000	1
Chr2	1480001	1490000	2
Chr2	1490001	1500000	3
Chr2	1500001	1510000	2
Chr2	1510001	1520000	1
Chr2	1520001	1530000	4
Chr2	1530001	1540000	3
Chr2	1540001	1550000	3
Chr2	1550001	1560000	2
Chr2	1560001	1570000	3
Chr2	1570001	1580000	3
Chr2	1580001	1590000	5
Chr2	1590001	1600000	3
Chr2	1600001	1610000	2
Chr2	1610001	1620000	1
Chr2	1620001	1630000	1
Chr2	1630001	1640000	1
Chr2	1640001	1650000	2
Chr2	1650001	1660000	1
Chr2	1660001	1670000	2
Chr2	1670001	1680000	1
Chr2	1680001	1690000	0
Chr2	1690001	1700000	1
Chr2	1700001	1710000	2
Chr2	1710001	1720000	2
Chr2	1720001	1730000	1
Chr2	1730001	1740000	1
Chr2	1740001	1750000	1
Chr2	1750001	1760000	0
Chr2	1760001	1770000	1
Chr2	1770001	1780000	5
Chr2	1780001	1790000	0
Chr2	1790001	1800000	1
Chr2	1800001	1810000	1
Chr2	1810001	1820000	0
Chr2	1820001	1830000	1
Chr2	1830001	1840000	2
Chr2	1840001	1850000	2
Chr2	1850001	1860000	2
Chr2	1860001	1870000	3
Chr2	1870001	1880000	0
Chr2	1880001	1890000	1
Chr2	1890001	1900000	3
Chr2	1900001	1910000	1
Chr2	1910001	1920000	2
Chr2	1920001	1930000	3
Chr2	1930001	1940000	3
Chr2	1940001	1950000	4
Chr2	1950001	1960000	0
Chr2	1960001	1970000	4
Chr2	1970001	1980000	0
Chr2	1980001	1990000	1
Chr2	1990001	2e+06	3
Chr2	2000001	2010000	0
Chr2	2010001	2020000	3
Chr2	2020001	2030000	6
Chr2	2030001	2040000	2
Chr2	2040001	2050000	1
Chr2	2050001	2060000	1
Chr2	2060001	2070000	2
Chr2	2070001	2080000	1
Chr2	2080001	2090000	3
Chr2	2090001	2100000	1
Chr2	2100001	2110000	1
Chr2	2110001	2120000	1
Chr2	2120001	2130000	1
Chr2	2130001	2140000	2
Chr2	2140001	2150000	0
Chr2	2150001	2160000	1
Chr2	2160001	2170000	0
Chr2	2170001	2180000	1
Chr2	2180001	2190000	0
Chr2	2190001	2200000	3
Chr2	2200001	2210000	1
Chr2	2210001	2220000	5
Chr2	2220001	2230000	3
Chr2	2230001	2240000	1
Chr2	2240001	2250000	1
Chr2	2250001	2260000	2
Chr2	2260001	2270000	4
Chr2	2270001	2280000	1
Chr2	2280001	2290000	3
Chr2	2290001	2300000	4
Chr2	2300001	2310000	1
Chr2	2310001	2320000	3
Chr2	2320001	2330000	3
Chr2	2330001	2340000	5
Chr2	2340001	2350000	2
Chr2	2350001	2360000	3
Chr2	2360001	2370000	3
Chr2	2370001	2380000	1
Chr2	2380001	2390000	2
Chr2	2390001	2400000	0
Chr2	2400001	2410000	0
Chr2	2410001	2420000	1
Chr2	2420001	2430000	3
Chr2	2430001	2440000	1
Chr2	2440001	2450000	0
Chr2	2450001	2460000	3
Chr2	2460001	2470000	0
Chr2	2470001	2480000	2
Chr2	2480001	2490000	2
Chr2	2490001	2500000	0
Chr2	2500001	2510000	0
Chr2	2510001	2520000	2
Chr2	2520001	2530000	1
Chr2	2530001	2540000	1
Chr2	2540001	2550000	0
Chr2	2550001	2560000	0
Chr2	2560001	2570000	0
Chr2	2570001	2580000	0
Chr2	2580001	2590000	3
Chr2	2590001	2600000	1
Chr2	2600001	2610000	3
Chr2	2610001	2620000	1
Chr2	2620001	2630000	0
Chr2	2630001	2640000	1
Chr2	2640001	2650000	0
Chr2	2650001	2660000	0
Chr2	2660001	2670000	0
Chr2	2670001	2680000	0
Chr2	2680001	2690000	0
Chr2	2690001	2700000	2
Chr2	2700001	2710000	0
Chr2	2710001	2720000	0
Chr2	2720001	2730000	1
Chr2	2730001	2740000	4
Chr2	2740001	2750000	2
Chr2	2750001	2760000	5
Chr2	2760001	2770000	2
Chr2	2770001	2780000	0
Chr2	2780001	2790000	0
Chr2	2790001	2800000	0
Chr2	2800001	2810000	0
Chr2	2810001	2820000	0
Chr2	2820001	2830000	0
Chr2	2830001	2840000	0
Chr2	2840001	2850000	1
Chr2	2850001	2860000	2
Chr2	2860001	2870000	2
Chr2	2870001	2880000	1
Chr2	2880001	2890000	3
Chr2	2890001	2900000	2
Chr2	2900001	2910000	2
Chr2	2910001	2920000	4
Chr2	2920001	2930000	2
Chr2	2930001	2940000	2
Chr2	2940001	2950000	1
Chr2	2950001	2960000	1
Chr2	2960001	2970000	1
Chr2	2970001	2980000	1
Chr2	2980001	2990000	3
Chr2	2990001	3e+06	1
Chr2	3000001	3010000	1
Chr2	3010001	3020000	0
Chr2	3020001	3030000	0
Chr2	3030001	3040000	1
Chr2	3040001	3050000	1
Chr2	3050001	3060000	0
Chr2	3060001	3070000	0
Chr2	3070001	3080000	0
Chr2	3080001	3090000	0
Chr2	3090001	3100000	0
Chr2	3100001	3110000	0
Chr2	3110001	3120000	0
Chr2	3120001	3130000	0
Chr2	3130001	3140000	2
Chr2	3140001	3150000	0
Chr2	3150001	3160000	0
Chr2	3160001	3170000	1
Chr2	3170001	3180000	2
Chr2	3180001	3190000	0
Chr2	3190001	3200000	0
Chr2	3200001	3210000	0
Chr2	3210001	3220000	0
Chr2	3220001	3230000	1
Chr2	3230001	3240000	0
Chr2	3240001	3250000	0
Chr2	3250001	3260000	0
Chr2	3260001	3270000	0
Chr2	3270001	3280000	0
Chr2	3280001	3290000	0
Chr2	3290001	3300000	0
Chr2	3300001	3310000	0
Chr2	3310001	3320000	0
Chr2	3320001	3330000	0
Chr2	3330001	3340000	0
Chr2	3340001	3350000	0
Chr2	3350001	3360000	0
Chr2	3360001	3370000	0
Chr2	3370001	3380000	0
Chr2	3380001	3390000	0
Chr2	3390001	3400000	0
Chr2	3400001	3410000	0
Chr2	3410001	3420000	0
Chr2	3420001	3430000	0
Chr2	3430001	3440000	0
Chr2	3440001	3450000	0
Chr2	3450001	3460000	0
Chr2	3460001	3470000	0
Chr2	3470001	3480000	0
Chr2	3480001	3490000	0
Chr2	3490001	3500000	0
Chr2	3500001	3510000	0
Chr2	3510001	3520000	1
Chr2	3520001	3530000	1
Chr2	3530001	3540000	3
Chr2	3540001	3550000	0
Chr2	3550001	3560000	0
Chr2	3560001	3570000	0
Chr2	3570001	3580000	1
Chr2	3580001	3590000	2
Chr2	3590001	3600000	1
Chr2	3600001	3610000	1
Chr2	3610001	3620000	1
Chr2	3620001	3630000	5
Chr2	3630001	3640000	0
Chr2	3640001	3650000	0
Chr2	3650001	3660000	0
Chr2	3660001	3670000	2
Chr2	3670001	3680000	1
Chr2	3680001	3690000	0
Chr2	3690001	3700000	0
Chr2	3700001	3710000	0
Chr2	3710001	3720000	0
Chr2	3720001	3730000	0
Chr2	3730001	3740000	0
Chr2	3740001	3750000	0
Chr2	3750001	3760000	0
Chr2	3760001	3770000	0
Chr2	3770001	3780000	1
Chr2	3780001	3790000	1
Chr2	3790001	3800000	1
Chr2	3800001	3810000	1
Chr2	3810001	3820000	0
Chr2	3820001	3830000	0
Chr2	3830001	3840000	0
Chr2	3840001	3850000	0
Chr2	3850001	3860000	2
Chr2	3860001	3870000	0
Chr2	3870001	3880000	0
Chr2	3880001	3890000	0
Chr2	3890001	3900000	0
Chr2	3900001	3910000	0
Chr2	3910001	3920000	0
Chr2	3920001	3930000	0
Chr2	3930001	3940000	3
Chr2	3940001	3950000	0
Chr2	3950001	3960000	0
Chr2	3960001	3970000	0
Chr2	3970001	3980000	0
Chr2	3980001	3990000	1
Chr2	3990001	4e+06	0
Chr2	4000001	4010000	2
Chr2	4010001	4020000	1
Chr2	4020001	4030000	4
Chr2	4030001	4040000	0
Chr2	4040001	4050000	1
Chr2	4050001	4060000	0
Chr2	4060001	4070000	1
Chr2	4070001	4080000	4
Chr2	4080001	4090000	5
Chr2	4090001	4100000	0
Chr2	4100001	4110000	1
Chr2	4110001	4120000	0
Chr2	4120001	4130000	0
Chr2	4130001	4140000	0
Chr2	4140001	4150000	3
Chr2	4150001	4160000	0
Chr2	4160001	4170000	0
Chr2	4170001	4180000	0
Chr2	4180001	4190000	0
Chr2	4190001	4200000	0
Chr2	4200001	4210000	0
Chr2	4210001	4220000	2
Chr2	4220001	4230000	4
Chr2	4230001	4240000	0
Chr2	4240001	4250000	0
Chr2	4250001	4260000	0
Chr2	4260001	4270000	1
Chr2	4270001	4280000	1
Chr2	4280001	4290000	0
Chr2	4290001	4300000	0
Chr2	4300001	4310000	5
Chr2	4310001	4320000	3
Chr2	4320001	4330000	3
Chr2	4330001	4340000	5
Chr2	4340001	4350000	3
Chr2	4350001	4360000	0
Chr2	4360001	4370000	0
Chr2	4370001	4380000	0
Chr2	4380001	4390000	0
Chr2	4390001	4400000	0
Chr2	4400001	4410000	0
Chr2	4410001	4420000	1
Chr2	4420001	4430000	1
Chr2	4430001	4440000	0
Chr2	4440001	4450000	1
Chr2	4450001	4460000	1
Chr2	4460001	4470000	0
Chr2	4470001	4480000	3
Chr2	4480001	4490000	1
Chr2	4490001	4500000	0
Chr2	4500001	4510000	1
Chr2	4510001	4520000	0
Chr2	4520001	4530000	0
Chr2	4530001	4540000	0
Chr2	4540001	4550000	0
Chr2	4550001	4560000	0
Chr2	4560001	4570000	1
Chr2	4570001	4580000	0
Chr2	4580001	4590000	0
Chr2	4590001	4600000	1
Chr2	4600001	4610000	0
Chr2	4610001	4620000	2
Chr2	4620001	4630000	3
Chr2	4630001	4640000	0
Chr2	4640001	4650000	0
Chr2	4650001	4660000	3
Chr2	4660001	4670000	0
Chr2	4670001	4680000	0
Chr2	4680001	4690000	0
Chr2	4690001	4700000	0
Chr2	4700001	4710000	0
Chr2	4710001	4720000	0
Chr2	4720001	4730000	0
Chr2	4730001	4740000	1
Chr2	4740001	4750000	4
Chr2	4750001	4760000	2
Chr2	4760001	4770000	4
Chr2	4770001	4780000	1
Chr2	4780001	4790000	1
Chr2	4790001	4800000	4
Chr2	4800001	4810000	1
Chr2	4810001	4820000	0
Chr2	4820001	4830000	1
Chr2	4830001	4840000	1
Chr2	4840001	4850000	0
Chr2	4850001	4860000	0
Chr2	4860001	4870000	0
Chr2	4870001	4880000	2
Chr2	4880001	4890000	1
Chr2	4890001	4900000	1
Chr2	4900001	4910000	0
Chr2	4910001	4920000	0
Chr2	4920001	4930000	1
Chr2	4930001	4940000	0
Chr2	4940001	4950000	2
Chr2	4950001	4960000	0
Chr2	4960001	4970000	3
Chr2	4970001	4980000	0
Chr2	4980001	4990000	0
Chr2	4990001	5e+06	1
Chr2	5000001	5010000	3
Chr2	5010001	5020000	1
Chr2	5020001	5030000	3
Chr2	5030001	5040000	0
Chr2	5040001	5050000	0
Chr2	5050001	5060000	4
Chr2	5060001	5070000	1
Chr2	5070001	5080000	3
Chr2	5080001	5090000	2
Chr2	5090001	5100000	1
Chr2	5100001	5110000	0
Chr2	5110001	5120000	1
Chr2	5120001	5130000	0
Chr2	5130001	5140000	0
Chr2	5140001	5150000	0
Chr2	5150001	5160000	1
Chr2	5160001	5170000	3
Chr2	5170001	5180000	1
Chr2	5180001	5190000	0
Chr2	5190001	5200000	1
Chr2	5200001	5210000	0
Chr2	5210001	5220000	1
Chr2	5220001	5230000	0
Chr2	5230001	5240000	0
Chr2	5240001	5250000	0
Chr2	5250001	5260000	0
Chr2	5260001	5270000	0
Chr2	5270001	5280000	0
Chr2	5280001	5290000	0
Chr2	5290001	5300000	1
Chr2	5300001	5310000	0
Chr2	5310001	5320000	3
Chr2	5320001	5330000	1
Chr2	5330001	5340000	0
Chr2	5340001	5350000	0
Chr2	5350001	5360000	0
Chr2	5360001	5370000	0
Chr2	5370001	5380000	0
Chr2	5380001	5390000	1
Chr2	5390001	5400000	2
Chr2	5400001	5410000	5
Chr2	5410001	5420000	2
Chr2	5420001	5430000	4
Chr2	5430001	5440000	4
Chr2	5440001	5450000	0
Chr2	5450001	5460000	2
Chr2	5460001	5470000	1
Chr2	5470001	5480000	0
Chr2	5480001	5490000	0
Chr2	5490001	5500000	0
Chr2	5500001	5510000	1
Chr2	5510001	5520000	2
Chr2	5520001	5530000	0
Chr2	5530001	5540000	3
Chr2	5540001	5550000	2
Chr2	5550001	5560000	1
Chr2	5560001	5570000	0
Chr2	5570001	5580000	0
Chr2	5580001	5590000	1
Chr2	5590001	5600000	1
Chr2	5600001	5610000	3
Chr2	5610001	5620000	0
Chr2	5620001	5630000	0
Chr2	5630001	5640000	0
Chr2	5640001	5650000	3
Chr2	5650001	5660000	2
Chr2	5660001	5670000	1
Chr2	5670001	5680000	4
Chr2	5680001	5690000	1
Chr2	5690001	5700000	3
Chr2	5700001	5710000	2
Chr2	5710001	5720000	2
Chr2	5720001	5730000	1
Chr2	5730001	5740000	2
Chr2	5740001	5750000	1
Chr2	5750001	5760000	2
Chr2	5760001	5770000	2
Chr2	5770001	5780000	0
Chr2	5780001	5790000	1
Chr2	5790001	5800000	1
Chr2	5800001	5810000	1
Chr2	5810001	5820000	0
Chr2	5820001	5830000	4
Chr2	5830001	5840000	1
Chr2	5840001	5850000	0
Chr2	5850001	5860000	0
Chr2	5860001	5870000	4
Chr2	5870001	5880000	1
Chr2	5880001	5890000	0
Chr2	5890001	5900000	0
Chr2	5900001	5910000	3
Chr2	5910001	5920000	2
Chr2	5920001	5930000	3
Chr2	5930001	5940000	1
Chr2	5940001	5950000	5
Chr2	5950001	5960000	1
Chr2	5960001	5970000	0
Chr2	5970001	5980000	0
Chr2	5980001	5990000	0
Chr2	5990001	6e+06	0
Chr2	6000001	6010000	4
Chr2	6010001	6020000	4
Chr2	6020001	6030000	3
Chr2	6030001	6040000	3
Chr2	6040001	6050000	3
Chr2	6050001	6060000	2
